"","County","TotPrecincts","PrecinctsReporting","Bush","Kerry","Nader","votes","p"
"436","Westbrook",2,2,1787,1908,30,3725,0.0012822818213617
"437","Weston",2,2,2410,3136,28,5574,0.0019187755361799
"438","Westport",6,6,6063,9115,63,15241,0.00524651201057013
"439","Wethersfield",10,10,6517,8227,113,14857,0.00511432510603244
"440","Willington",1,1,1265,1710,36,3011,0.00103649679573694
"441","Wilton",3,3,5422,4823,51,10296,0.00354426137791681
"442","Winchester",1,1,2532,2577,89,5198,0.00178934252548675
"443","Windham",5,5,2770,5134,100,8004,0.00275527079145747
"444","Windsor",7,7,5253,9297,139,14689,0.0050564933352972
"445","Windsor Locks",2,2,2651,3200,55,5906,0.00203306213072812
"446","Wolcott",3,3,5213,2974,84,8271,0.00284718199851884
"447","Woodbridge",1,1,2290,3070,40,5400,0.00185887834506126
"448","Woodbury",2,2,3260,2519,41,5820,0.00200345777189936
"449","Woodstock",1,1,2229,1996,34,4259,0.00146610423548443
"450","District of Columbia",142,142,19007,183876,1318,204201,0.0702934846184917
"451","Kent",66,66,31555,23854,362,55771,0.0191984267004466
"452","New Castle",305,305,92973,145935,1335,240243,0.0827004648615839
"453","Sussex",64,64,47003,30098,454,77555,0.026697279639116
"454","Alachua",69,69,47615,62348,557,110520,0.0380450434622539
"455","Baker",9,9,7738,2180,22,9940,0.00342171310183499
"456","Bay",59,59,53388,21058,359,74805,0.025750628630057
"457","Bradford",22,22,7553,3244,28,10825,0.0037263626083867
"458","Brevard",221,221,152838,110153,1196,264187,0.0909428691382778
"459","Broward",1044,1044,243699,452360,3806,699865,0.240919239438204
"460","Calhoun",15,15,3780,2116,38,5934,0.00204270075918399
"461","Charlotte",80,80,44402,34227,555,79184,0.0272580412732095
"462","Citrus",41,41,39498,29274,452,69224,0.0238294434367631
"463","Clay",62,62,61881,18905,258,81044,0.0278983215920639
"464","Collier",93,93,83485,43713,595,127793,0.0439910445093359
"465","Columbia",25,25,16753,8029,109,24891,0.00856839646054072
"466","DeSoto",17,17,5512,3910,48,9470,0.00325992183846855
"467","Dixie",11,11,4433,1959,29,6421,0.00221034404697007
"468","Duval",285,285,219251,158121,1218,378590,0.130324583825323
"469","Escambia",91,91,93367,48243,545,142155,0.0489349724337378
"470","Flagler",34,34,19632,18574,181,38387,0.0132142153762716
"471","Franklin",10,10,3472,2400,37,5909,0.00203409484091982
"472","Gadsden",26,26,6253,14629,54,20936,0.00720694019114863
"473","Gilchrist",12,12,4934,2016,32,6982,0.0024034608528181
"474","Glades",13,13,2443,1718,16,4177,0.00143787682357794
"475","Gulf",16,16,4794,2398,40,7232,0.00248952003545983
"476","Hamilton",10,10,2792,2260,16,5068,0.00174459175051305
"477","Hardee",12,12,5047,2148,39,7234,0.00249020850892096
"478","Hendry",26,26,5756,3960,24,9740,0.00335286575572161
"479","Hernando",56,56,41847,36521,508,78876,0.0271520163601949
"480","Highlands",27,27,25874,15346,188,41408,0.0142541545393142
"481","Hillsborough",360,360,244606,213413,1947,459966,0.158337192011935
"482","Holmes",18,18,6410,1810,42,8262,0.00284408386794373
"483","Indian River",57,57,36869,23932,292,61093,0.0210304545805237
"484","Jackson",28,28,12115,7552,74,19741,0.00679557729812119
"485","Jefferson",15,15,3298,4134,27,7459,0.00256766177329851
"486","Lafayette",6,6,2460,845,11,3316,0.00114148899855984
"487","Lake",102,102,74382,48216,659,123257,0.0424295866994845
"488","Lee",175,175,144414,94365,1394,240173,0.0826763682904442
"489","Leon",116,116,51594,83830,476,135900,0.0467817716840418
"490","Levy",20,20,10408,6073,97,16578,0.00570675651933808
"491","Liberty",10,10,1927,1070,14,3011,0.00103649679573694
"492","Madison",11,11,4196,4048,41,8285,0.00285200131274677
"493","Manatee",136,136,81272,61228,681,143181,0.0492881593192994
"494","Marion",143,143,81267,57255,649,139171,0.0479077700297261
"495","Martin",51,51,41350,30197,418,71965,0.024772996315247
"496","Miami-Dade",856,856,358613,406099,1999,766711,0.263930087929679
"497","Monroe",33,33,19462,19649,283,39394,0.0135608617639525
"498","Nassau",24,24,23732,8545,183,32460,0.0111739242742016
"499","Okaloosa",54,54,69654,19358,372,89384,0.0307692559249918
"500","Okeechobee",18,18,6987,5151,32,12170,0.00418936101099918
"501","Orange",272,272,192390,193217,1141,386748,0.133132867073288
"502","Osceola",93,93,43108,38617,280,82005,0.0282291330901387
"503","Palm Beach",695,695,211894,327698,1565,541157,0.186286116403392
"504","Pasco",170,170,103198,84731,1440,189369,0.0651877654307234
"505","Pinellas",377,377,225627,225367,2401,453395,0.15607521245538
"506","Polk",161,161,123532,85983,799,210314,0.0723978037524471
"507","Putnam",55,55,18305,12409,136,30850,0.0106197031379889
"508","Santa Rosa",43,43,51988,14637,295,66920,0.023036322009537
"509","Sarasota",156,156,104630,88382,1259,194271,0.0668752138839624
"510","Seminole",126,126,108126,76938,570,185634,0.063902041242056
"511","St Johns",68,68,59178,26389,403,85970,0.0295940317268365
"512","St Lucie",75,75,47575,51816,436,99827,0.034364120102302
"513","Sumter",42,42,19795,11584,248,31627,0.0108871750776394
"514","Suwannee",19,19,11153,4521,85,15759,0.00542482663700379
"515","Taylor",14,14,5466,3049,45,8560,0.00294666641365267
"516","Union",11,11,3396,1251,16,4663,0.00160517587463346
"517","Volusia",179,179,111544,115319,911,227774,0.0784081770681452
"518","Wakulla",12,12,6777,4896,47,11720,0.00403445448224408
"519","Walton",33,33,17553,6213,119,23885,0.00822209430959042
"520","Washington",21,21,7368,2912,53,10333,0.00355699813694778
"521","Appling",18,18,4494,1848,0,6342,0.00218314934525528
"522","Atkinson",5,5,1666,799,0,2465,0.00084854354084741
"523","Bacon",6,6,2853,930,0,3783,0.00130224755173459
"524","Baker",6,6,821,936,0,1757,0.000604823935606044
"525","Baldwin",15,15,7707,6774,0,14481,0.00498489209533929
"526","Banks",14,14,4410,1149,0,5559,0.0019136119852214
"527","Barrow",14,14,13022,3937,0,16959,0.00583791071368407
"528","Bartow",20,20,22302,7737,0,30039,0.0103405271494991
"529","Ben Hill",6,6,3331,2180,0,5511,0.00189708862215419
"530","Berrien",10,10,3914,1637,0,5551,0.00191085809137687
"531","Bibb",51,51,28079,29268,0,57347,0.0197409437878201
"532","Bleckley",2,2,3167,1281,0,4448,0.00153116497756157
"533","Brantley",10,10,4332,1258,0,5590,0.00192428332386897
"534","Brooks",10,10,2722,2053,0,4775,0.00164373038845695
"535","Bryan",10,10,7453,2632,0,10085,0.00347162742776719
"536","Bulloch",15,15,12245,6832,0,19077,0.00656700410902476
"537","Burke",16,16,4232,4213,0,8445,0.00290707918963748
"538","Butts",11,11,5119,2570,0,7689,0.0026468362213289
"539","Calhoun",6,6,890,1118,0,2008,0.000691227354978337
"540","Camden",15,15,9471,4629,0,14100,0.0048537379009933
"541","Candler",3,3,2048,1096,0,3144,0.00108228028090234
"542","Carroll",33,33,24813,10203,0,35016,0.0120537933575306
"543","Catoosa",13,13,16402,5805,0,22207,0.00764446507569916
"544","Charlton",10,10,2310,1064,0,3374,0.00116145472893272
"545","Chatham",109,109,41384,42910,0,84294,0.0290170909664063
"546","Chattahoochee",2,2,902,773,0,1675,0.000576596523699559
"547","Chattooga",14,14,4964,2791,0,7755,0.00266955584554631
"548","Cherokee",45,45,55447,14090,0,69537,0.0239371895334306
"549","Clarke",25,25,15042,21707,0,36749,0.012650355611603
"550","Clay",6,6,509,798,0,1307,0.000449917406850939
"551","Clayton",51,51,19808,50445,0,70253,0.0241836630325165
"552","Clinch",6,6,1501,750,0,2251,0.000774876880506093
"553","Cobb",206,206,173206,103720,0,276926,0.0953281008489695
"554","Coffee",7,7,8304,3977,0,12281,0.00422757128809211
"555","Colquitt",20,20,8296,3378,0,11674,0.004018619592638
"556","Columbia",44,44,35546,11441,0,46987,0.016174651259147
"557","Cook",9,9,3065,1733,0,4798,0.00165164783325999
"558","Coweta",29,29,31649,10630,0,42279,0.014553984731638
"559","Crawford",7,7,2827,1551,0,4378,0.00150706840642189
"560","Crisp",7,7,3865,2357,0,6222,0.00214184093758726
"561","Dade",8,8,4367,1822,0,6189,0.00213048112547855
"562","Dawson",9,9,6649,1407,0,8056,0.00277317110144695
"563","Decatur",15,15,5346,3573,0,8919,0.00307024739992619
"564","DeKalb",194,194,73527,200632,0,274159,0.0943755978154909
"565","Dodge",17,17,4584,2384,0,6968,0.00239864153859016
"566","Dooly",6,6,1853,1973,0,3826,0.00131704973114896
"567","Dougherty",32,32,13709,19795,0,33504,0.0115333074209134
"568","Douglas",23,23,25835,15986,0,41821,0.0143963243090384
"569","Early",12,12,2494,1698,0,4192,0.00144304037453645
"570","Echols",2,2,757,231,0,988,0.000340105889800098
"571","Effingham",22,22,12451,3597,0,16048,0.00552431105213762
"572","Elbert",12,12,4618,2979,0,7597,0.00261516644211674
"573","Emanuel",15,15,4665,2774,0,7439,0.00256077703868717
"574","Evans",11,11,2291,1213,0,3504,0.00120620550390642
"575","Fannin",12,12,6859,2727,0,9586,0.00329985329921431
"576","Fayette",37,37,37322,14862,0,52184,0.0179636495479031
"577","Floyd",26,26,21338,10010,0,31348,0.0107911330298112
"578","Forsyth",31,31,47254,9198,0,56452,0.0194328519139627
"579","Franklin",14,14,5216,2245,0,7461,0.00256835024675965
"580","Fulton",327,327,123670,189899,0,313569,0.107941967367132
"581","Gilmer",14,14,7414,2510,0,9924,0.00341620531414592
"582","Glascock",3,3,1016,250,0,1266,0.000435803700897696
"583","Glynn",25,25,18602,8960,0,27562,0.00948785276788492
"584","Gordon",15,15,11671,4028,0,15699,0.00540417243316977
"585","Grady",14,14,5065,3092,0,8157,0.00280793901123421
"586","Greene",9,9,4069,2774,0,6843,0.0023556119472693
"587","Gwinnett",149,149,160013,81334,0,241347,0.0830805022121298
"588","Habersham",15,15,10428,2748,0,13176,0.00453566316194948
"589","Hall",40,40,38861,10506,0,49367,0.0169939346778962
"590","Hancock",8,8,822,2715,0,3537,0.00121756531601513
"591","Haralson",13,13,7695,2431,0,10126,0.00348574113372044
"592","Harris",13,13,8874,3400,0,12274,0.00422516163097814
"593","Hart",8,8,5499,3476,0,8975,0.00308952465683793
"594","Heard",10,10,2788,1148,0,3936,0.00135491577151132
"595","Henry",32,32,42748,21091,0,63839,0.0219757286426604
"596","Houston",29,29,29848,15042,0,44890,0.0154527868351482
"597","Irwin",9,9,2347,1051,0,3398,0.00116971641046633
"598","Jackson",15,15,12605,3466,0,16071,0.00553222849694066
"599","Jasper",8,8,3157,1558,0,4715,0.00162307618462294
"600","Jeff Davis",10,10,3549,1277,0,4826,0.00166128646171586
"601","Jefferson",9,9,3066,3447,0,6513,0.00224201382618222
"602","Jenkins",6,6,1896,1493,0,3389,0.00116661827989123
"603","Johnson",8,8,2279,1263,0,3542,0.00121928649966796
"604","Jones",12,12,6939,3854,0,10793,0.00371534703300856
"605","Lamar",7,7,4027,2432,0,6459,0.00222342504273161
"606","Lanier",4,4,1641,931,0,2572,0.000885376871018069
"607","Laurens",21,21,10882,6280,0,17162,0.00590779076998915
"608","Lee",11,11,8201,2182,0,10383,0.00357420997347613
"609","Liberty",14,13,6127,6616,0,12743,0.00438660865761402
"610","Lincoln",8,8,2309,1337,0,3646,0.00125508711964692
"611","Long",6,6,1992,1029,0,3021,0.00103993916304261
"612","Lowndes",38,38,18942,12491,0,31433,0.0108203931519094
"613","Lumpkin",16,16,6690,2091,0,8781,0.00302274273110795
"614","Macon",6,6,1851,2906,0,4757,0.00163753412730675
"615","Madison",13,13,7253,2527,0,9780,0.00336663522494429
"616","Marion",8,8,1670,1275,0,2945,0.00101377717151952
"617","McDuffie",11,11,4755,2858,0,7613,0.00262067422980581
"618","McIntosh",7,7,2837,2523,0,5360,0.00184510887583859
"619","Meriwether",15,15,4401,3709,0,8110,0.00279175988489756
"620","Miller",2,2,1688,736,0,2424,0.000834429834894167
"621","Mitchell",12,12,3885,3360,0,7245,0.0024939951129572
"622","Monroe",15,15,6522,3216,0,9738,0.00335217728226048
"623","Montgomery",8,8,2150,1007,0,3157,0.00108675535839971
"624","Morgan",11,11,4902,2304,0,7206,0.00248056988046509
"625","Murray",8,8,7745,2899,0,10644,0.00366405576015409
"626","Muscogee",49,49,30544,32727,0,63271,0.0217802021796984
"627","Newton",24,24,18094,10939,0,29033,0.00999422499854883
"628","Oconee",15,15,10273,3785,0,14058,0.00483927995830949
"629","Oglethorpe",11,11,3686,1899,0,5585,0.00192256214021614
"630","Paulding",26,26,30830,9414,0,40244,0.0138534629849343
"631","Peach",8,8,4554,3960,0,8514,0.00293083152404659
"632","Pickens",13,13,7897,2353,0,10250,0.00352842648831073
"633","Pierce",9,9,4677,1233,0,5910,0.00203443907765038
"634","Pike",9,9,5193,1506,0,6699,0.00230604185806767
"635","Polk",12,12,8467,3868,0,12335,0.00424616007154272
"636","Pulaski",4,4,2202,1294,0,3496,0.00120345161006188
"637","Putnam",10,10,5187,2876,0,8063,0.00277558075856092
"638","Quitman",3,3,409,543,0,952,0.000327713367499689
"639","Rabun",10,10,4649,1918,0,6567,0.00226060260963284
"640","Randolph",10,10,1418,1612,0,3030,0.00104303729361771
"641","Richmond",71,71,29764,39262,0,69026,0.0237612845641109
"642","Rockdale",17,17,18855,12134,0,30989,0.0106675520435377
"643","Schley",2,2,1063,464,0,1527,0.000525649487575657
"644","Screven",13,13,3360,2534,0,5894,0.00202893128996131
"645","Seminole",7,7,1975,1278,0,3253,0.00111980208453413
"646","Spalding",21,21,13458,7457,0,20915,0.00719971121980673
"647","Stephens",9,9,6904,2714,0,9618,0.00331086887459245
"648","Stewart",6,6,797,1220,0,2017,0.000694325485553439
"649","Sumter",11,11,5682,5555,0,11237,0.00386818814138026
"650","Talbot",9,9,1102,1830,0,2932,0.00100930209402215
"651","Taliaferro",3,3,335,612,0,947,0.000325992183846855
"652","Tattnall",16,16,4657,1787,0,6444,0.00221826149177311
"653","Taylor",7,7,1912,1458,0,3370,0.00116007778201046
"654","Telfair",7,7,2171,1590,0,3761,0.00129467434366211
"655","Terrell",8,8,1859,1950,0,3809,0.00131119770672932
"656","Thomas",21,21,9659,5997,0,15656,0.0053893702537554
"657","Tift",13,13,8616,3862,0,12478,0.00429538592401379
"658","Toombs",15,15,6192,2561,0,8753,0.00301310410265208
"659","Towns",5,5,3819,1430,0,5249,0.00180689859874566
"660","Treutlen",7,7,1688,1052,0,2740,0.000943208641753308
"661","Troup",17,17,14180,7625,0,21805,0.00750608191001127
"662","Turner",4,4,1815,1135,0,2950,0.00101549835517236
"663","Twiggs",6,6,2109,2219,0,4328,0.00148985656989355
"664","Union",12,12,6843,2325,0,9168,0.00315596234583735
"665","Upson",11,11,6632,3423,0,10055,0.00346130032585019
"666","Walker",19,19,15340,5986,0,21326,0.00734119251606972
"667","Walton",20,20,21585,5885,0,27470,0.00945618298867276
"668","Ware",13,13,6789,2832,0,9621,0.00331190158478415
"669","Warren",7,7,1121,1359,0,2480,0.000853707091805914
"670","Washington",9,9,4081,3733,0,7814,0.00268986581264976
"671","Wayne",16,16,6817,2683,0,9500,0.00327024894038556
"672","Webster",5,5,485,515,0,1000,0.000344236730566901
"673","Wheeler",3,3,1192,847,0,2039,0.00070189869362591
"674","White",11,11,7403,2016,0,9419,0.00324236576520964
"675","Whitfield",24,24,19295,6933,0,26228,0.00902864096930867
"676","Wilcox",7,7,1705,902,0,2607,0.00089742515658791
"677","Wilkes",8,8,2488,2028,0,4516,0.00155457307524012
"678","Wilkinson",10,10,2257,2233,0,4490,0.00154562292024538
"679","Worth",17,17,5103,2217,0,7320,0.00251981286774971
"680","Hawaii",71,71,22032,35114,0,57146,0.0196717522049761
"681","Honolulu",217,217,144151,152491,0,296642,0.102115072228827
"682","Kauai",21,21,9740,14915,0,24655,0.00848715659212694
"683","Maui",44,44,18186,28798,0,46984,0.0161736185489553
"684","Adair",10,10,2393,1833,14,4240,0.00145956373760366
"685","Adams",12,12,1313,973,11,2297,0.000790711770112171
"686","Allamakee",23,23,3523,3437,35,6995,0.00240793593031547
"687","Appanoose",14,14,3328,3047,23,6398,0.00220242660216703
"688","Audubon",7,7,1951,1599,13,3563,0.00122651547100987
"689","Benton",20,20,6634,6690,48,13372,0.0046031335611406
"690","Black Hawk",64,64,27825,34614,245,62684,0.0215781352188556
"691","Boone",17,17,6809,6956,42,13807,0.0047528765389372
"692","Bremer",17,17,6662,6022,56,12740,0.00438557594742231
"693","Buchanan",16,16,4785,5555,29,10369,0.00356939065924819
"694","Buena Vista",19,19,4846,3497,43,8386,0.00288676922253403
"695","Butler",13,13,4413,3001,26,7440,0.00256112127541774
"696","Calhoun",15,15,3240,2232,7,5479,0.00188607304677605
"697","Carroll",16,16,5760,4688,42,10490,0.00361104330364679
"698","Cass",18,18,4780,2666,37,7483,0.00257592345483212
"699","Cedar",14,14,4831,4692,40,9563,0.00329193585441127
"700","Cerro Gordo",27,27,10917,13247,89,24253,0.00834877342643904
"701","Cherokee",12,12,3750,2977,28,6755,0.00232531911497941
"702","Chickasaw",18,18,3030,3694,26,6750,0.00232359793132658
"703","Clarke",8,8,2188,2301,16,4505,0.00155078647120389
"704","Clay",14,14,4878,3499,55,8432,0.00290260411214011
"705","Clayton",26,26,4302,4715,51,9068,0.00312153867278066
"706","Clinton",31,31,10749,13742,99,24590,0.00846478120464009
"707","Crawford",17,17,3946,3213,45,7204,0.00247988140700395
"708","Dallas",28,28,15094,10825,86,26005,0.00895187617839225
"709","Davis",9,9,2142,1726,14,3882,0.00133632698806071
"710","Decatur",14,14,2083,1854,22,3959,0.00136283321631436
"711","Delaware",17,17,4894,4203,41,9138,0.00314563524392034
"712","Des Moines",20,20,8156,12296,94,20546,0.00707268786622754
"713","Dickinson",16,16,5319,4115,43,9477,0.00326233149558252
"714","Dubuque",40,40,19934,26265,196,46395,0.0159708631146514
"715","Emmet",12,12,2686,2395,41,5122,0.00176318053396367
"716","Fayette",29,29,5106,5156,43,10305,0.00354735950849191
"717","Floyd",14,14,3716,4314,33,8063,0.00277558075856092
"718","Franklin",19,19,3124,2333,11,5468,0.00188228644273981
"719","Fremont",13,13,2348,1500,21,3869,0.00133185191056334
"720","Greene",15,15,2609,2449,8,5066,0.00174390327705192
"721","Grundy",8,8,4411,2373,13,6797,0.00233977705766322
"722","Guthrie",19,19,3314,2591,31,5936,0.00204338923264512
"723","Hamilton",14,14,4345,3866,32,8243,0.00283754337006296
"724","Hancock",11,11,3352,2471,30,5853,0.00201481758400807
"725","Hardin",13,13,4853,3989,28,8870,0.00305337980012841
"726","Harrison",14,14,4659,2895,41,7595,0.00261447796865561
"727","Henry",19,19,5199,4097,49,9345,0.00321689224714769
"728","Howard",11,11,2020,2612,29,4661,0.00160448740117232
"729","Humboldt",12,12,3146,2133,24,5303,0.00182548738219627
"730","Ida",9,9,2335,1411,6,3752,0.00129157621308701
"731","Iowa",12,12,4530,3820,37,8387,0.0028871134592646
"732","Jackson",17,17,4231,5609,61,9901,0.00340828786934288
"733","Jasper",22,22,9396,10346,61,19803,0.00681691997541633
"734","Jefferson",13,13,3600,4388,40,8028,0.00276353247299108
"735","Johnson",58,58,22287,40431,295,63013,0.0216913891032121
"736","Jones",18,18,4809,5007,53,9869,0.00339727229396474
"737","Keokuk",17,17,3110,2285,30,5425,0.00186748426332544
"738","Kossuth",23,23,5022,4115,47,9184,0.00316147013352642
"739","Lee",24,24,7303,9701,85,17089,0.00588266148865777
"740","Linn",87,87,49243,59995,420,109658,0.0377483114005052
"741","Louisa",11,11,2535,2239,19,4793,0.00164992664960715
"742","Lucas",9,9,2534,1983,0,4517,0.00155491731197069
"743","Lyon",9,9,4732,1295,30,6057,0.00208504187704372
"744","Madison",11,11,4519,3346,39,7904,0.00272084711840078
"745","Mahaska",18,18,6826,3763,39,10628,0.00365854797246502
"746","Marion",22,22,9971,6564,69,16604,0.00571570667433282
